,index,Texto,Texto limpio,Categoría
129,7314,"Daba igual lo que le hiciera: abandonarla, poner su vida patas arriba, manipularla… Todo lo arreglaba con una sonrisa. Sabía qué era el amor, sabía que eso no era amor, pero no sabía cómo, lo empezó a olvidar.",daba igual hiciera abandonarla poner vida patas arriba manipularla arreglaba sonrisa sabía amor sabía amor sabía cómo empezó olvidar,Microficción
130,7429,"Como todos los sueños de Donald Trump se hacían realidad, por extensión, las pesadillas de los demás también.",sueños donald trump hacían realidad extensión pesadillas demás,Microficción
131,2771,La toma de protesta de Joe Biden en memes; Bernie Sanders le 'roba' la atención https://t.co/7dTs4tJxN0 https://t.co/MHwa7mlPvf,gustaría saber realmente sientes,Noticia
132,3965,"Violencia contra migrantes en Guatemala, 'no es más que la punta del iceberg': Médicos Sin Fronteras
https://t.co/hvV9k2sKoy https://t.co/cC3dXAKBDk",contigo falta,Noticia
133,7575,-El mensaje que no llega es el que no se envía - dijo cínicamente mientras se aseguraba de que no quedaba rastro de que le había clonado el teléfono. #monoficción,mensaje llega envía dijo cínicamente mientras aseguraba quedaba rastro clonado teléfono monoficción,Microficción
134,1244,"""Procura ser tan grande que todos quieran alcanzarte y tan humilde que todos quieran estar contigo.""",dresser berman criticable tv pública pague atacan críticos gobierno,Frase/Pensamiento
135,434,"Necesito una mini escapada de finde, a una casita rural, chimenea, mucha comida y desconexión.",csg señaló semáforo verde puede regresar clases ahora dos verde campeche chiapas amarillo pueden abrir centros aprendizaje comunitario continuar aprendizaje casa,Frase/Pensamiento
136,2581,"Mark Zuckerberg explica la suspensión de las cuentas de Facebook e Instagram de Trump | Mensaje
https://t.co/pf9f5NMeD6 https://t.co/2tr9R8M7aQ",cosas raras zapatos niñonautas kirén miret,Noticia
137,6735,"Su mirada era el indicio de un poema, su sonrisa el de la felicidad. #juevesconcuento https://t.co/8ZR3v2vDTb",mirada indicio poema sonrisa felicidad juevesconcuento,Microficción
138,5517,"Era a la única del reino a la que le quedaba el zapato y era lógico. Su novio, cristalero, había confeccionado el zapato y lo había cambiado por el original. Por si acaso, la dueña original descansaba en el fondo del lago. Al fin podría dominar el reino. #FloserCuento https://t.co/xFm3YYosFp",única reino quedaba zapato lógico novio cristalero confeccionado zapato cambiado original si acaso dueña original descansaba fondo lago fin podría dominar reino flosercuento,Microficción
139,1199,"La vida es demasiado corta como para perder el tiempo, ama a la gente que te trata bien y olvídate de los que no lo hacen.",dado instrucciones secretario relaciones exteriores hoy mismo ponga disposición pueblo méxico expediente envió gobierno eeuu pueda ser consultado transparencia plena amlo,Frase/Pensamiento
140,237,"""Si algo me queda claro es que también puedes amar en silencio, extrañar sin gritarlo, enamorarte sin contarlo y ser feliz sin publicarlo.""",lomejordearisteguienvivo comunicaciones guerreros unidos mencionan sobornos omarcito cienfuegos bloqueó interrogatorios soldados caso ayotzinapa anabel hernández video,Frase/Pensamiento
141,6612,"Un martes perdido en una isla, la de tu tristeza, te convencí de que podíamos navegar juntos hacia un continente llamado felicidad. Bordeamos las costas durante meses, invencibles, imparables, hasta que un día desperté y habías zarpado sin mí.",martes perdido isla tristeza convencí podíamos navegar juntos hacia continente llamado felicidad bordeamos costas meses invencibles imparables día desperté zarpado,Microficción
142,3498,"Falta que se reestablezca el servicio en las líneas 1, 2 y 3 del #metro, lo que ha causado dificultades a los usuarios. No se conocen las causas del incendio en la subestación, así como lo que ocurrió con el apagón del 28 de diciembre: @galvanochoa 👉 https://t.co/480zImNZb1 https://t.co/n9v6KrDybo",muchas veces creemos vida dice realidad solo dice espera,Noticia
143,2998,"#AristeguiEnVivo A finales de 2020, se recibieron las primeras quejas sobre el oxígeno medicinal. En un trabajo coordinado con Facebook y la policía cibernética se han atacado los fraudes y la delincuencia: @SheffieldGto, Procurador Federal del Consumidor https://t.co/DqnVTuiWPT https://t.co/1jmyx1tRMc",producto pasado ser prisioneros,Noticia
144,3131,"#AristeguiEnVivo | Las imágenes del fin de semana nos dicen que Guatemala está violando la Convención de 1951 sobre derechos de los refugiados. Quienes intentaban cruzar son personas que huyen de la violencia en Honduras, explica @CORCUERAS 👉 https://t.co/WKcV5dSVqr https://t.co/KveKzRf2A9",vida temporal si cosas van bien disfruta si cosas van mal preocupes va durar siempre tampoco,Noticia
145,815,"""Si pensara menos, todo me iría mejor.""",confirma amlo influyentismo médico vacunar familia edomex,Frase/Pensamiento
146,4008,Pega a América Latina caída del comercio mundial: CEPAL https://t.co/Jglkw9DK6v https://t.co/toJJD5svWY,peor conozco podría recordarte si olvidas,Noticia
147,2902,"Recordemos que en ese momento el Secretario de Defensa Nacional era el general Salvador #Cienfuegos, quien reiteradamente se negó a que el grupo de expertos independientes entrevistara a los militares, que 'nadie tocaba a sus muchachos': Anabel Hernández https://t.co/5Vue3wv4R1 https://t.co/VZDRyzkh41",mejor difícil duradero fácil pasajero,Noticia
148,2814,"Fragmentos de una Mujer', 'Familia de Medianoche' y otras tres películas para ver en casa I Videos https://t.co/EfmpQSKVYa https://t.co/vAot35Z9Ja",vamos reírnos tristeza cura mas tristeza bob marley,Noticia
149,1839,"Quiero gritar fuerte que te amo, hasta que se me rompa el corazón.",visita enlace ver primera parte entrevista entender caso cienfuegos resolución fgr,Frase/Pensamiento
150,1262,No hay persona que después de un proceso vuelva a ser la misma; el propósito del proceso es hacer una mejor versión de ti.,integrantes caravana deberían ser considerados refugiados corcuera,Frase/Pensamiento
151,345,Todos merecemos a alguien que nos mire como si fuéramos su deseo cumplido.,asaltan caseta cobro autopista morelos llevan mil pesos,Frase/Pensamiento
152,1932,"""La vida no se trata de esperar a que la tormenta pase, se trata de aprender a bailar bajo ella.""",información suficiente vacunar covid menores años lópezgatell,Frase/Pensamiento
153,6999,El martes saldré a la calle a regalar galletas envenenadas. El periódico tiene razón y alguien tiene que hacer algo: esta ciudad está superpoblada. #martesmge,martes saldré calle regalar galletas envenenadas periódico razón alguien hacer ciudad superpoblada martesmge,Microficción
154,3547,"Muere Neil Sheehan, ganador del premio Pulitzer, a los 84 años
https://t.co/RO5FDXkf2b https://t.co/6o0jOqzsob",llores pasado ido estreses futuro llegado vive presente hazlo hermoso,Noticia
155,5167,"Harta de los efectos secundarios, decidió dejar de tomar la medicación. Sus voces brindaron entre gritos y alegría.",harta efectos secundarios decidió dejar tomar medicación voces brindaron gritos alegría,Microficción
156,7435,@cincobaros 😱,cincobaros,Microficción
157,19,"Con el tiempo se aprende a querer más, pero a menos gente.",matan defensor comunitario oaxaca luchó megaproyectos hidroeléctricos,Frase/Pensamiento
158,1763,"Lo inesperado me encanta. Por ejemplo, tú.",suman camas atención covid19 cdmx,Frase/Pensamiento
159,1755,"Y cuando menos te lo esperas, las cosas buenas suceden.",reino unido impone cuarentena días viajeros llegados zonas riesgo,Frase/Pensamiento
160,6933,"Su trayectoria como editor le había permitido desarrollar talentos como perseguir incansablemente a un deudor, antes autor.",trayectoria editor permitido desarrollar talentos perseguir incansablemente deudor autor,Microficción
161,5120,"Luché un martes contra mi misantropía. No lo logré, acabé en un campanario con un rifle de francotirador.",luché martes misantropía logré acabé campanario rifle francotirador,Microficción
162,11,"Elige primero tu salud mental, y después a alguien que te ayude a cuidarla.",revelan lavado mil millones pesos cdmx gobiernos mancera amieva,Frase/Pensamiento
163,3052,"Líderes mundiales expresan deseos de recuperación para AMLO
https://t.co/JphFi7BRrg https://t.co/sW5aIzCwUN",gusta digan verdad veré si duele,Noticia
164,1479,"— Te amo.
— ¿Mucho o poquito?
 — Mucho es poquito.",errores individuales dañan ejército luis cresencio sandoval,Frase/Pensamiento
165,6226,"Le apodaban el faraón porque tenía una “efigie” muy dura.
#cuentosde10",apodaban faraón efigie dura cuentosde10,Microficción
166,5157,"El silencio le recordaba a gritos el gesto que hacía su nariz al reírse o el sonido de sus orgasmos. La cama era terriblemente grande sin ella y él, inmune al sueño, solo podía desear otro abrazo, otro suspiro que le permitiera enfrentar su ausencia.",silencio recordaba gritos gesto hacía nariz reírse sonido orgasmos cama terriblemente grande inmune sueño solo podía desear abrazo suspiro permitiera enfrentar ausencia,Microficción
167,4292,"Aunque moderaron su avance en noviembre, remesas de 11 meses superaron a las de todo 2019 https://t.co/exJhejudZc https://t.co/N95AguPXfj",cualquier persona puede hacerte feliz haciendo especial solo alguien especial puede hacerte feliz hacer,Noticia
168,5007,"-Señor, no sirve de nada su habilidad para escribir cartas romànticasEso ya no se usa.
-Soltero y sin compromiso, ¿verdad, joven?
#monoficción",señor sirve habilidad escribir cartas romànticaseso usa soltero compromiso verdad joven monoficción,Microficción
169,6980,"Se besaron despacio, sin prisa, mientras el mar les lamía. Aquel trío nocturno contaba con un anónimo espectador, así que los amantes, sin saberlo, hicieron un cuarteto. #jueverotic",besaron despacio prisa mientras mar lamía aquel trío nocturno contaba anónimo espectador así amantes saberlo hicieron cuarteto jueverotic,Microficción
170,2359,#AristeguiEnVivo | Lo que dice el testigo coincide con lo que que reflejaba la información publicada desde 2014 donde era claro que el Ejército mexicano había estado monitoreando a los estudiantes desde que salieron de Ayotzinapa: Anabel Hernández https://t.co/YrmOT723xr https://t.co/fCB74hCSC8,biden decide mantener chris wray director fbi,Noticia
171,5721,Slenderman pasó a ser presa. Un alivio para los humanos hasta que su depredador le dio caza y comenzó a aniquilar personas.,slenderman pasó ser presa alivio humanos depredador dio caza comenzó aniquilar personas,Microficción
172,6873,"Soñaba con una pradera sin fin y un mejor amo.
#cuentosde10",soñaba pradera fin mejor amo cuentosde10,Microficción
173,6089,"-¿Secreto? A puerta cerrada nadie ve nuestra ropa abrazándose en el suelo, son tus gemidos de placer los que nos delatan.",secreto puerta cerrada nadie ve ropa abrazándose suelo gemidos placer delatan,Microficción
174,7237,@isa_arredondop Normal. Te comiste el otro día las de toda la semana...,isa_arredondop normal comiste día toda semana,Microficción
175,6457,Se escondió dentro de un canasto y apareció en Mesopotamia. #CuentosDe10,escondió dentro canasto apareció mesopotamia cuentosde10,Microficción
176,1505,"""Si te hace reír, te puede enamorar.""",nfl así jugará primera ronda playoffs tuit,Frase/Pensamiento
177,6643,Tu mirada alquímica me hizo conocer el verdadero amor. #cuentosde10,mirada alquímica hizo conocer verdadero amor cuentosde10,Microficción
178,4235,Marcelo Ebrard da negativo a Covid-19; el miércoles se hará otra prueba https://t.co/OUEG9jxfkZ https://t.co/3ByaNkXiAD,quiero perderte tampoco quiero obligarte estes lado,Noticia
179,3165,"Congresistas demócratas presentan acusación contra Trump para juicio político en Senado
https://t.co/drQYK6QRZQ https://t.co/i8OYrB5x5z",beso lento mordida beso perfecto,Noticia
180,3135,Ahora Snapchat suspende cuenta de Donald Trump de forma permanente https://t.co/RydlNcZGr7 https://t.co/yPyscYw5cb,amar saber aunque dieran oportunidades escoger persona escogerías misma dudarlo,Noticia
181,7737,@yosoytuotroyo Nadie te va a amar de la misma manera. Lo mejor de mi día es llegar a casa con Brody. Y así ha sido los últimos 11 años y medio.,yosoytuotroyo nadie va amar misma manera mejor día llegar casa brody así sido últimos años medio,Microficción
182,2422,"#AristeguiEnVivo | ""Con las comunicaciones interceptadas nos enteramos que el 'Padrino' era Salvador Cienfuegos. Todo está comprobado"", dice Mike Vigil, Ex jefe de operaciones internacionales de la DEA https://t.co/rD0NgpirnJ https://t.co/V39zRDe2Iz",koeman lista posibles refuerzos salidas barcelona ventana enero,Noticia
183,5659,"-¿Todavía ejerces?
-Nunca dejé de hacerlo, solo que me he vuelto más selecta con los clientes. Ahora me pagan, de otra forma, dreno sus emociones.
#jueverotic",todavía ejerces nunca dejé hacerlo solo vuelto selecta clientes ahora pagan forma dreno emociones jueverotic,Microficción
184,2413,"Hospital de Jojutla no ha sido informado que resultó ganador en rifa del avión presidencial
https://t.co/xkSA9Rx7ni https://t.co/22VDfbnXNs",atlético madrid vence sevilla extiende ventaja liga,Noticia
185,2790,Quedaría en manos de la Corte eliminación de impuestos a productos de higiene menstrual https://t.co/NJlDV0NnlW https://t.co/kFhI9KlTjS,enseñaron pedir perdón decir gracias lastimar nadie parecía normal di cuenta valores pocos,Noticia
186,6113,"El beso que le dio aquel desconocido le hizo eterno.
#cuentosde10",beso dio aquel desconocido hizo eterno cuentosde10,Microficción
187,1242,"""Quienes hablan mal de ti, probablemente es porque no tienen nada bueno que decir de ellos mismos.""",hospitales portugal enfrentan situación guerra aumento contagios,Frase/Pensamiento
188,2776,Pide Macron no abrir espacio a quienes ponen en riesgo la democracia https://t.co/2MaVE5zi1H https://t.co/ncXASGmZa8,nunca arrepientas valió pena,Noticia
189,2869,"#AristeguiEnVivo | A pesar de la distancia entre los reporteros y el presidente en las conferencias matutinas, es posible que haya contagio cuando no hay buena ventilación. Esos periodistas sí deberían hacerse la prueba, explica @roslemusmartin 👉 https://t.co/kwLNebwZAU https://t.co/LPmTOl5IW3",quieres alguien inevitable sentir miedo perderlo,Noticia
